学号,类别,名称,补充说明,获奖情况,人员次序,获得日期,结题时间,认定学分,状态,审核人,审核意见
202300028,学术论文,基于深度学习的路面裂缝检测方法研究,普通期刊·其他作者,,其他作者,2025-02-03,,0.5,通过,李文静,佐证材料完整，予以通过
202300028,申请专利,一种车载智能空气净化装置,发明专利·第一发明人,,第一发明人,2026-06-24,,6.0,公示中,李文静,符合认定条件，通过
202300028,其他实践活动,德国亚琛工业大学线上交流项目,学科冬夏令营·省级,,,2024-05-07,,1.0,通过,李文静,佐证材料完整，予以通过
202300029,前沿学术报告,汽车百家讲坛,第6-10期·无人驾驶环境感知技术进展,,,2026-02-20,,0.25,待审核,,
202300029,年度创新创业项目,校级·核心成员,基于深度学习的交通标志识别系统,,核心成员,2025-05-18,2026-06-30,1.5,通过,李文静,符合认定条件，通过
202300029,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·三等奖,第三完成人,2024-05-12,,1.0,通过,李文静,佐证材料完整，予以通过
202300029,创业实践,新能源汽车科普工作室,注册成立公司·团队成员,,团队成员,2025-12-23,,2.0,通过,李文静,符合认定条件，通过
202300029,学术论文,低温环境下锂电池充放电特性研究,普通期刊·其他作者,,其他作者,2026-05-24,,0.5,通过,李文静,符合认定条件，通过
202300029,申请专利,一种基于视觉的后视镜盲区监测装置,实用新型专利·其他发明人,,其他发明人,2026-01-06,,1.5,待审核,,
202300029,其他实践活动,汽车工程学院企业行,技能资格培训·中级,,,2026-04-20,,1.0,通过,李文静,符合认定条件，通过
202300030,前沿学术报告,名家学术讲座,单场·新能源汽车动力总成发展趋势,,,2026-08-15,,0.5,通过,李文静,符合认定条件，通过
202300030,年度创新创业项目,省级·负责人,基于深度学习的交通标志识别系统,,负责人,2025-12-02,2026-06-30,4.0,通过,李文静,佐证材料完整，予以通过
202300030,科技创新竞赛,中国国际大学生创新大赛,,国家级·一等奖,第二完成人,2024-09-07,,4.2,通过,李文静,佐证材料完整，予以通过
202300030,创业实践,新能源汽车科普工作室,注册成立公司·团队成员,,团队成员,2025-11-15,,2.0,待院长审批,李文静,初审通过，转院长审批
202300030,学术论文,电动汽车无线充电耦合机构优化设计,国际/国内会议·其他作者,,其他作者,2026-01-23,,1.0,通过,李文静,符合认定条件，通过
202300030,申请专利,一种电动汽车电池包液冷结构,发明专利·其他发明人,,其他发明人,2025-03-14,,3.0,通过,李文静,符合认定条件，通过
202300030,其他实践活动,智能驾驶技术专题培训,学术交流访问·境内交流,,,2024-01-12,,1.0,通过,李文静,佐证材料完整，予以通过
202300031,前沿学术报告,名家学术讲座,单场·氢能及燃料电池汽车产业展望,,,2024-07-13,,0.5,待审核,,
202300031,年度创新创业项目,院级·负责人,轮胎花纹与湿滑路面制动性能仿真,,负责人,2024-07-14,2026-06-30,1.0,通过,李文静,材料齐全，同意认定
202300031,科技创新竞赛,山东省大学生机电产品创新设计竞赛,,校级·一等奖,第三完成人,2025-06-18,,0.5,通过,李文静,材料齐全，同意认定
202300031,创业实践,校内共享打印服务站,创业训练计划·负责人,,负责人,2026-04-18,,3.0,通过,李文静,符合认定条件，通过
202300031,学术论文,低温环境下锂电池充放电特性研究,普通期刊·第一作者,,第一作者,2025-06-26,,2.0,通过,李文静,符合认定条件，通过
202300031,申请专利,一种车载智能空气净化装置,实用新型专利·其他发明人,,其他发明人,2025-12-19,,1.5,通过,李文静,佐证材料完整，予以通过
202300031,其他实践活动,德国亚琛工业大学线上交流项目,学科冬夏令营·校级,,,2024-06-02,,0.5,公示中,李文静,材料齐全，同意认定
202300032,前沿学术报告,名家学术讲座,单场·动力电池热管理关键技术,,,2025-09-26,,0.5,通过,李文静,符合认定条件，通过
202300032,年度创新创业项目,校级·核心成员,新能源汽车电池热管理优化研究,,核心成员,2024-03-14,2026-06-30,1.5,通过,李文静,符合认定条件，通过
202300032,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,国家级·二等奖,第三完成人,2025-09-20,,2.0,通过,李文静,材料齐全，同意认定
202300032,创业实践,新能源汽车科普工作室,创业训练计划·负责人,,负责人,2026-02-16,,3.0,通过,李文静,佐证材料完整，予以通过
202300032,学术论文,汽车主动悬架半主动控制策略仿真,核心期刊·其他作者,,其他作者,2025-01-19,,1.0,通过,李文静,佐证材料完整，予以通过
202300032,申请专利,一种多功能汽车后备箱收纳架,实用新型专利·其他发明人,,其他发明人,2026-03-01,,1.5,待院长审批,李文静,初审通过，转院长审批
202300032,其他实践活动,暑期高校科学营活动,学术交流访问·境内交流,,,2025-12-02,,1.0,待审核,,
202300033,前沿学术报告,名家学术讲座,单场·车载总线与嵌入式系统开发,,,2025-04-18,,0.5,通过,李文静,材料齐全，同意认定
202300033,年度创新创业项目,校级·一般成员,轮胎花纹与湿滑路面制动性能仿真,,一般成员,2025-01-24,2026-06-30,1.0,待审核,,
202300033,科技创新竞赛,全国大学生机械创新设计大赛,,省级·三等奖,第二完成人,2025-04-13,,0.7,通过,李文静,材料齐全，同意认定
202300033,创业实践,智能驾培服务平台,入驻孵化器·团队成员,,团队成员,2025-10-28,,2.0,通过,李文静,佐证材料完整，予以通过
202300033,学术论文,汽车主动悬架半主动控制策略仿真,普通期刊·其他作者,,其他作者,2026-02-18,,0.5,通过,李文静,符合认定条件，通过
202300033,申请专利,一种可调节角度的车载平板支架,外观设计专利·其他发明人,,其他发明人,2025-07-15,,1.0,通过,李文静,符合认定条件，通过
202300033,其他实践活动,德国亚琛工业大学线上交流项目,技能资格培训·高级,,,2026-03-28,,1.5,通过,李文静,材料齐全，同意认定
202300034,前沿学术报告,信息科学论坛,第6期以后·汽车空气动力学优化设计,,,2024-07-03,,0.25,待审核,,
202300034,年度创新创业项目,校级·一般成员,氢燃料电池汽车散热性能仿真分析,,一般成员,2024-05-26,2026-06-30,1.0,待审核,,
202300034,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·一等奖,第二完成人,2026-06-05,,4.2,待审核,,
202300034,创业实践,二手车检测陪购服务工作室,入驻孵化器·负责人,,负责人,2025-04-10,,4.0,通过,李文静,佐证材料完整，予以通过
202300034,学术论文,基于YOLO的车距保持辅助算法研究,普通期刊·第二作者,,第二作者,2026-04-24,,1.0,通过,李文静,符合认定条件，通过
202300034,申请专利,一种多功能汽车后备箱收纳架,实用新型专利·第一发明人,,第一发明人,2026-03-26,,3.0,通过,李文静,材料齐全，同意认定
202300034,其他实践活动,暑期高校科学营活动,技能资格培训·初级,,,2026-04-13,,0.5,通过,李文静,佐证材料完整，予以通过
202300035,前沿学术报告,汽车百家讲坛,第11期以后·新能源汽车动力总成发展趋势,,,2026-04-17,,0.25,通过,李文静,符合认定条件，通过
202300035,年度创新创业项目,国家级·负责人,汽车内饰件轻量化设计,,负责人,2025-06-15,2026-06-30,6.0,通过,李文静,符合认定条件，通过
202300035,科技创新竞赛,全国大学生节能减排社会实践与科技竞赛,,省级·一等奖,第三完成人,2025-09-06,,1.5,待审核,,
202300035,创业实践,校园二手书流转平台,创业训练计划·负责人,,负责人,2025-08-28,,3.0,通过,李文静,符合认定条件，通过
202300035,学术论文,基于YOLO的车距保持辅助算法研究,国际/国内会议·第一作者,,第一作者,2025-04-07,,3.0,通过,李文静,材料齐全，同意认定
202300035,申请专利,一种多功能汽车后备箱收纳架,发明专利·其他发明人,,其他发明人,2025-11-25,,3.0,通过,李文静,材料齐全，同意认定
202300035,其他实践活动,全国大学生汽车科技夏令营,技能资格培训·高级,,,2024-09-24,,1.5,通过,李文静,符合认定条件，通过
202300036,前沿学术报告,信息科学论坛,第1-5期·动力电池热管理关键技术,,,2024-04-01,,0.25,待审核,,
202300036,年度创新创业项目,校级·负责人,氢燃料电池汽车散热性能仿真分析,,负责人,2025-10-13,2026-06-30,2.0,通过,李文静,佐证材料完整，予以通过
202300036,科技创新竞赛,中国大学生方程式汽车大赛,,国家级·二等奖,第三完成人,2026-05-24,,2.0,通过,李文静,佐证材料完整，予以通过
202300036,创业实践,校内共享打印服务站,入驻孵化器·团队成员,,团队成员,2026-01-27,,2.0,通过,李文静,材料齐全，同意认定
202300036,学术论文,电动汽车无线充电耦合机构优化设计,国际/国内会议·第二作者,,第二作者,2025-01-02,,2.0,通过,李文静,符合认定条件，通过
202300036,申请专利,一种电动汽车电池包液冷结构,实用新型专利·其他发明人,,其他发明人,2026-06-25,,1.5,待审核,,
202300036,其他实践活动,暑期高校科学营活动,学科冬夏令营·国家级,,,2024-05-05,,2.0,通过,李文静,佐证材料完整，予以通过
202300037,前沿学术报告,汽车百家讲坛,第6-10期·汽车芯片与域控制器架构,,,2024-10-23,,0.25,通过,李文静,佐证材料完整，予以通过
202300037,年度创新创业项目,校级·核心成员,基于深度学习的交通标志识别系统,,核心成员,2024-03-08,2026-06-30,1.5,通过,李文静,符合认定条件，通过
202300037,科技创新竞赛,挑战杯全国大学生课外学术科技作品竞赛,,省级·三等奖,第二完成人,2025-09-13,,0.7,通过,李文静,佐证材料完整，予以通过
202300037,创业实践,大学生汽车文创工作室,入驻孵化器·负责人,,负责人,2025-02-18,,4.0,通过,李文静,符合认定条件，通过
202300037,学术论文,电动汽车无线充电耦合机构优化设计,核心期刊·第二作者,,第二作者,2025-12-06,,2.0,通过,李文静,材料齐全，同意认定
202300037,申请专利,一种电动汽车电池包液冷结构,外观设计专利·第一发明人,,第一发明人,2026-03-12,,2.0,通过,李文静,材料齐全，同意认定
202300037,其他实践活动,汽车造型设计工作坊,学术交流访问·境内交流,,,2024-09-03,,1.0,公示中,李文静,佐证材料完整，予以通过
202300038,前沿学术报告,汽车百家讲坛,第1-5期·智能制造与数字化工厂实践,,,2024-10-01,,0.25,通过,李文静,佐证材料完整，予以通过
202300038,年度创新创业项目,校级·一般成员,轮胎花纹与湿滑路面制动性能仿真,,一般成员,2024-04-24,2026-06-30,1.0,通过,李文静,佐证材料完整，予以通过
202300038,科技创新竞赛,全国大学生数学建模竞赛,,国家级·二等奖,第一完成人,2025-07-19,,4.0,通过,李文静,符合认定条件，通过
202300038,创业实践,二手车检测陪购服务工作室,注册成立公司·团队成员,,团队成员,2025-05-02,,2.0,通过,李文静,材料齐全，同意认定
202300038,学术论文,基于深度学习的路面裂缝检测方法研究,核心期刊·第一作者,,第一作者,2026-01-13,,4.0,公示中,李文静,佐证材料完整，予以通过
202300038,申请专利,一种车载智能空气净化装置,实用新型专利·第一发明人,,第一发明人,2026-08-26,,3.0,通过,李文静,佐证材料完整，予以通过
202300038,其他实践活动,全国大学生汽车科技夏令营,学术交流访问·境内交流,,,2024-01-12,,1.0,通过,李文静,佐证材料完整，予以通过
202300039,前沿学术报告,名家学术讲座,单场·汽车轻量化设计与新材料应用,,,2024-03-13,,0.5,通过,李文静,佐证材料完整，予以通过
202300039,年度创新创业项目,院级·一般成员,智能导览机器人设计与实现,,一般成员,2025-07-24,2026-06-30,0.5,通过,李文静,材料齐全，同意认定
202300039,科技创新竞赛,全国大学生数学建模竞赛,,国家级·三等奖,第一完成人,2025-02-04,,2.0,待审核,,
202300039,创业实践,校内共享打印服务站,创业训练计划·负责人,,负责人,2026-06-06,,3.0,通过,李文静,符合认定条件，通过
202300039,学术论文,基于深度学习的路面裂缝检测方法研究,普通期刊·第二作者,,第二作者,2025-12-06,,1.0,公示中,李文静,佐证材料完整，予以通过
202300039,申请专利,一种新能源汽车充电枪锁止机构,实用新型专利·第一发明人,,第一发明人,2026-06-02,,3.0,通过,李文静,材料齐全，同意认定
202300039,其他实践活动,德国亚琛工业大学线上交流项目,学术交流访问·出境交流,,,2024-08-04,,2.0,通过,李文静,符合认定条件，通过
202300040,前沿学术报告,汽车百家讲坛,第6-10期·氢能及燃料电池汽车产业展望,,,2025-04-28,,0.25,通过,李文静,符合认定条件，通过
